,indice,page_number,line_number,text,text_type,speaker,time_added
865,2523,98,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
866,2524,98,2,So you're aware?,q,MR. CROKE,start_answer
867,2525,98,3,I'm aware of it.,a,THE WITNESS,start_question
868,2526,98,4,You're aware of a specific instance?,q,MR. CROKE,start_answer
869,2528,98,6,"Yes, yes.",a,THE WITNESS,start_question
870,2529,98,7,And what is that instance?,q,MR. CROKE,start_answer
871,2530,98,8,"Abacus would come to mind, 06-10 would come to mind.",a,THE WITNESS,start_question
872,2532,98,10,Are there any other circumstances like that that you can recall?,q,MR. CROKE,start_answer
873,2534,98,12,Noteholders can actually ask a security to be replaced in general in synthetic securities.  The question is do they have a contractual right to do that. They may not even necessarily need a contractual right to do it.,a,THE WITNESS,start_question
874,2540,98,18,"My question specifically, though, is just do you recall any other instances other than the Abacus 2006-10 instance that you mentioned in which you or people who worked with you at Deutsche Bank invested in a synthetic CDO that allowed noteholders to replace collateral securities?",q,MR. CROKE,start_chat
875,2547,98,25,Objection.,side_chat,MR. ITKIN,start_answer
876,2549,99,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_answer
877,2550,99,2,"I can answer that.  I'll try a different way. Synthetic securities are often bilateral contracts, and even if the contract, quote-unquote, does not permit a change per se, if it's a bilateral contract, you may be silent about it and may allow noteholders to replace it, for instance.",a,THE WITNESS,start_question
878,2559,99,11,Okay. And do you recall any specific instances of that?,q,MR. CROKE,start_chat
879,2562,99,14,"Objection.  Sorry, just to be clear, specific instances of what?",side_chat,MR. ITKIN,start_question
880,2566,99,18,"Of the circumstance you just described in which there is a synthetic security that has a bilateral contract between two parties in which one party, being in this case Deutsche Bank, could seek to replace one of the collateral securities.",q,MR. CROKE,start_answer
881,2573,99,25,Yeah.,a,THE WITNESS,start_answer
882,2575,100,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
883,2576,100,2,Do you recall any specific instances in which you or your team at Deutsche Bank submitted a request to replace a collateral security in a synthetic CDO?,q,MR. CROKE,start_answer
884,2581,100,7,"Yes, I'm now aware of it, yeah.",a,THE WITNESS,start_question
885,2582,100,8,Okay. And what do you mean when you say you're now aware of it?,q,MR. CROKE,start_answer
886,2585,100,11,"Well, in context with Abacus 06-10 CDO.",a,THE WITNESS,start_question
887,2587,100,13,"Sorry.  When you say you're now aware of it, do you mean that this is something that you were not aware of at the time, but you subsequently learned?",q,MR. CROKE,start_answer
888,2591,100,17,Subsequently after the event happened?,a,THE WITNESS,start_question
889,2593,100,19,Yes.,q,MR. CROKE,start_answer
890,2594,100,20,Yes.,a,THE WITNESS,start_question
891,2595,100,21,"Okay. During your time at Deutsche Bank, were you ever aware of any circumstance in which you or the people who worked with you at Deutsche Bank submitted",q,MR. CROKE,start_answer
892,2601,101,1,Mathur - Attorneys' Eyes Only a request to replace a collateral security in a synthetic CDO?,a,THE WITNESS,start_answer
893,2604,101,4,Was I aware of it at that time? I don't recall frankly.,a,THE WITNESS,start_question
894,2606,101,6,"So to be clear, you have a recollection of a circumstance in which you, or people who worked with you at Deutsche Bank, submitted a request to replace a collateral security in the Abacus 06-10 CDO, but --",q,MR. CROKE,start_answer
895,2612,101,12,I'm saying that I -- sorry to cut you off.,a,THE WITNESS,start_chat
896,2614,101,14,"Let him finish the question, please.",side_chat,MR. ITKIN,start_question
897,2617,101,17,"I just want to make sure I understand.  I think I understand what you're saying and I just want to make sure it's clear. Is your answer that you have a recollection of a circumstance in which -- or rather, sorry, I'm going to strike that.",q,MR. CROKE,start_answer
898,2624,101,24,Uh-huh.,a,THE WITNESS,start_question
899,2625,101,25,Are you aware -- is it that,q,MR. CROKE,start_answer
900,2627,102,1,"Mathur - Attorneys' Eyes Only you're aware of a circumstance in which you or your colleagues at Deutsche Bank submitted a request to replace a collateral security in the Abacus 2006-10 CDO, but you don't have a specific recollection as to whether you were aware of it during your time at Deutsche Bank or whether you learned of it after the fact?",a,THE WITNESS,start_answer
901,2636,102,10,That is correct.  I think the former is correct.,a,THE WITNESS,start_question
902,2638,102,12,Okay.,q,MR. CROKE,start_answer
903,2639,102,13,"It was only recent that I sort of refreshed my memory about it.  If you had asked me the same question, let's say, three years ago, I may not recall in the same fashion, for instance.",a,THE WITNESS,start_question
904,2644,102,18,"Sitting here today, do you know whether you were involved in any discussions about that replacement security at the time it happened at Deutsche Bank?",q,MR. CROKE,start_answer
905,2648,102,22,"You know, there were thousands of things that I was doing at DB at that time. Could have been sort of a minor involvement possibly, but I have zero recollection.",a,THE WITNESS,start_answer
906,2653,103,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
907,2654,103,2,"And I think we're all on the same page here, but just so the record is clear, when you say Abacus 06-10 CDO, you're referring to the Abacus CDO that is the subject of this proceeding, right?",q,MR. CROKE,start_answer
908,2659,103,7,Yes.,a,THE WITNESS,start_question
909,2660,103,8,Okay. What do you recall about Deutsche's request to substitute a collateral security in the Abacus 2006-10 CDO?,q,MR. CROKE,start_answer
910,2665,103,13,What I do recall now?,a,THE WITNESS,start_question
911,2666,103,14,"Sitting here today, what is it that you recall about that?",q,MR. CROKE,start_answer
912,2668,103,16,My memory was recently refreshed by the fact that there was subprime collateral that was about to default and Deutsche Bank at that time had put in a request to replace that collateral.,a,THE WITNESS,start_question
913,2673,103,21,"And do you know whether the collateral security that Deutsche Bank proposed to replace was, in fact, replaced?",q,MR. CROKE,start_answer
914,2676,103,24,"Now I'm aware of it that yes, it was replaced.",a,THE WITNESS,start_answer
915,2679,104,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
916,2680,104,2,Do you know whether the replacement collateral security that your team at Deutsche Bank selected for the Abacus 06-10 CDO was required to comply with any eligibility criteria?,q,MR. CROKE,start_chat
917,2685,104,7,Objection.  That mischaracterizes the testimony.  I'm not sure the witness ever testified that his team at Deutsche Bank --,side_chat,MR. ITKIN,start_answer
918,2689,104,11,"Yes, I was going to say that.  It wasn't my team at that time.",a,THE WITNESS,start_question
919,2691,104,13,Okay. Do you recall who it was who was involved in selecting the collateral security for the Abacus 06-10 CDO?,q,MR. CROKE,start_answer
920,2695,104,17,"Do I recall?  No.  Can I guess? Probably, yeah.",a,THE WITNESS,start_question
921,2697,104,19,Was it people that worked with you on your trading desk?,q,MR. CROKE,start_answer
922,2699,104,21,"At that time, yes, that would have been the natural guess.",a,THE WITNESS,start_question
923,2701,104,23,Was it people that reported to you?,q,MR. CROKE,start_answer
924,2703,104,25,"No.  As I said, that wasn't my",a,THE WITNESS,start_answer
925,2705,105,1,Mathur - Attorneys' Eyes Only team at that time.,a,THE WITNESS,start_question
926,2707,105,3,"So I just want to make sure I understand. The trading desk at that time, and for your own reference, I'll represent to you this is 2008, at that time you were working on a trading desk with how many people was it roughly?",q,MR. CROKE,start_answer
927,2714,105,10,"2008 was probably the biggest flux of the year, frankly speaking.  At some point it could range from 15, 20, 25 people on the same sort of trading desk to same part of, depending on the year, month of the year.  Could be as little as seven, for instance.",a,THE WITNESS,start_question
928,2721,105,17,Okay.,q,MR. CROKE,start_answer
929,2722,105,18,So a lot of people.,a,THE WITNESS,start_question
930,2723,105,19,And what was your role on the trading desk at that time?,q,MR. CROKE,start_answer
931,2725,105,21,"I was on the structuring side of that, primarily.",a,THE WITNESS,start_question
932,2727,105,23,And did other people on the trading desk report to you at that time?,q,MR. CROKE,start_answer
933,2729,105,25,"2008, yes, they may have, yeah.",a,THE WITNESS,start_answer
934,2731,106,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
935,2732,106,2,"So my question is, do you know whether any of the people who were involved in submitting this request to replace a collateral security reported to you at that time?",q,MR. CROKE,start_answer
936,2737,106,7,"I would say I don't have a specific recollection about the whole procedure back then, but I don't recall anyone reporting in to me would have done it.  That would be my best guess at the moment.",a,THE WITNESS,start_question
937,2743,106,13,"Okay. So it would be people who worked on the desk with you, but you don't recall, one way or the other, whether it was people who --",q,MR. CROKE,start_answer
938,2748,106,18,"No, no, I do recall that they're unlikely to be reporting to me.  Just because I know the subject matter.  It isn't likely that those people would be the ones reporting in to me would have participated in this matter.",a,THE WITNESS,start_question
939,2754,106,24,Okay. Do you know whether the,q,MR. CROKE,start_answer
940,2757,107,1,Mathur - Attorneys' Eyes Only replacement on a collateral security that those people at Deutsche Bank selected for the Abacus 2006-10 CDO was required to comply with my eligibility criteria?,a,THE WITNESS,start_answer
941,2762,107,6,Did I know then?,a,THE WITNESS,start_question
942,2763,107,7,Do you know now whether the collateral security that the team at Deutsche Bank selected was required to comply with any eligibility criteria?,q,MR. CROKE,start_chat
943,2767,107,11,Objection.,side_chat,MR. ITKIN,start_answer
944,2768,107,12,"So do I know now whether it was then required, is that the question?",a,THE WITNESS,start_question
